Status,Issue #,Priority,Category,Issue,Tenant,Unit,Closed,Description
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13829958,A,Violations,13829958,,1D,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE BATHROOM , THE PRIVATE HALLWAY , THE FOYER , THE 3rd ROOM FROM NORTH AT WEST, THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM WEST AT NORTH"
NOT COMPLIED WITH,13854429,B,Violations,13854429,,,,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF HOPPER DOOR SEALED SHUT AT PUBLIC HALL, 5th STORY"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14095753,A,Violations,14095753,,2E,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WALLS AND CEILING IN THE BATHROOM LOCATED AT APT 2E, 2nd STORY"
VIOLATION WILL BE REINSPECTED,14361217,B,Violations,14361217,,5B,,"SECTION 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 5B, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH ''"
VIOLATION WILL BE REINSPECTED,14361219,B,Violations,14361219,,5B,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 5B, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH ''"
NOT COMPLIED WITH,14445911,C,Violations,14445911,,3D,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14661324,B,Violations,14661324,,1H,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE BASE CABINETS ON NORTH WALL IN THE KITCHEN LOCATED AT APT 1H, 1st STORY, 3rd APARTMENT FROM SOUTH AT WEST"
VIOLATION WILL BE REINSPECTED,14699280,C,Violations,14699280,,6K,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT APT DOOR IN THE ENTRANCE LOCATED AT APT 6K, 6th STORY, 1st APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,14711870,B,Violations,14711870,,,,"SECTION 27-2005, 2007 ADM CODE AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES AIRCONDITIONER PROTRUDING BEYOND WINDOW SILL AT 3 STORY PUBLIC AT SOUTH STACK AT BUILDING FRONT"
VIOLATION WILL BE REINSPECTED,14724028,A,Violations,14724028,,2B,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING 4 SQUARE FEET IN THE 1st ROOM FROM NORTH LOCATED AT APT 2B, 2nd STORY, 4th APARTMENT FROM WEST AT NORTH"
VIOLATION WILL BE REINSPECTED,14724035,A,Violations,14724035,,2B,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING 4 SQUARE FEET IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 4th APARTMENT FROM WEST AT NORTH"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14724029,B,Violations,14724029,,2B,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT 2B, 2nd STORY, 4th APARTMENT FROM WEST AT NORTH"
NOT COMPLIED WITH,14738419,C,Violations,14738419,,3D,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST"
VIOLATION WILL BE REINSPECTED,14760247,B,Violations,14760247,,5G,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 2 SQ. FT. AT WINDOW SILL AT WEST IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 5G, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''north'' ORIGINAL VIOLATION 14522405 ISSUED 01-SEP-21 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
DEFECT LETTER ISSUED,14942435,C,Violations,14942435,,3C,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH"
NOT COMPLIED WITH,14942436,A,Violations,14942436,,3C,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND ALL WALLS IN THE ENTIRE APARTMENT LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH"
VIOLATION WILL BE REINSPECTED,15041758,C,Violations,15041758,,,,SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF PLEXI GLASS PANEL INSTALLED AT BUILDING ENTRANCE DOOR
VIOLATION WILL BE REINSPECTED,15041759,C,Violations,15041759,,,,SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANEL AT BUILDING ENTRANCE
DEFECT LETTER ISSUED,15088111,C,Violations,15088111,,3E,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,15088112,A,Violations,15088112,,3E,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE PILOT LIGHT AT STOVE IN THE KITCHEN LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15134289,B,Violations,15134289,,3L,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING AND EAST WALL IN THE BATHROOM LOCATED AT APT 3L, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15134291,B,Violations,15134291,,3L,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE ELECTRICAL CEILING LIGHT SWICTH IN THE KITCHEN LOCATED AT APT 3L, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15134292,B,Violations,15134292,,3L,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE SPRING BALANCE AT LOWER WINDOW SASH ,3RD WINDOW FROM SOUTH AT WEST IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 3L, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15134293,B,Violations,15134293,,,,"SECTION 27-2010, 2011, 2012 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE CELLAR ENTRANCE STORY"
NOV SENT OUT,15134294,B,Violations,15134294,,,,SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF GARBAGE CANS BEING STORED AT CELLAR ENTRANCE STORY
NOV SENT OUT,15134295,C,Violations,15134295,,,,HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF RODENTS RATS AT ENTRANCE STORY TO BUILDING
NOV SENT OUT,15134296,B,Violations,15134296,,,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING AT ENTRANCE STORY TO BUILDING"
NOV SENT OUT,15134297,B,Violations,15134297,,,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT PLASTER MATERIAL AT CEILING ,ENTRANCE STORY TO BUILDING"
NOV SENT OUT,15134298,B,Violations,15134298,,,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE MISSING MORTISE LOCK AT VESTIBULE DOOR ,ENTRANCE STORY TO BUILDING"
NOV SENT OUT,15134299,B,Violations,15134299,,5G,,"SECTION 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB IN THE BATHROOM LOCATED AT APT 5G, 5th STORY, 5th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15134300,B,Violations,15134300,,5G,,"SECTION 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS CEILING AND WEST WALL IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 5G, 5th STORY, 5th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15134302,B,Violations,15134302,,5G,,"SECTION 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR NOT INSTALLED ON WALL/ CEILING IN THE ENTIRE APARTMENT LOCATED AT APT 5G, 5th STORY, 5th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15134303,B,Violations,15134303,,5G,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). NOT INSTALLED ON WALL/CEILING IN THE ENTIRE APARTMENT LOCATED AT APT 5G, 5th STORY, 5th APARTMENT FROM NORTH AT EAST"
NOTICE OF ISSUANCE SENT TO TENANT,15134304,C,Violations,15134304,,5G,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 5G, 5th STORY, 5th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15134305,B,Violations,15134305,,,,SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF HOPPER DOORS LOCKED ALL STORYS AT PUBLIC HALL
NOV SENT OUT,15134307,B,Violations,15134307,,,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE CEILING LIGHT FIXTURE AT PUBLIC HALL, 2nd STORY"
NOV SENT OUT,15134308,B,Violations,15134308,,,,"SECTION 27-2039 ADM CODE PROVIDE ADEQUATE LIGHT OF NOT LESS THAN 60 WATTS INCANDESCENT OR EQUIVALENT ILLUMINATION CEILING LIGHT FIXTURE AT FIRE STAIRS, 2nd STORY"
NOV SENT OUT,15601385,B,Violations,15601385,,5C,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR OF SINK BASE CABINET IN THE KITCHEN LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15601386,C,Violations,15601386,,5C,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15601387,B,Violations,15601387,,5C,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15601388,C,Violations,15601388,,5C,,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF KEY OPERATED DOORKNOB INSTALLED AT DOOR LEADING TO FIRE ESCAPE WINDOW. IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15323384,C,Violations,15323384,,,,SECTION 27-2005 ADM CODE REPLACE WITH NEW THE MISSING DOOR LOCK ASSEMBLY AT VESTIBULE DOOR LEADING TO LOBBY AT PUBLIC HALL
NOT COMPLIED WITH,15141235,B,Violations,15141235,,4F,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING IN THE BATHROOM LOCATED AT APT 4F, 4th STORY, 3rd APARTMENT FROM EAST AT SOUTH"
DEFECT LETTER ISSUED,14515441,C,Violations,14515441,,6J,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 6J, 6th STORY, 1st APARTMENT FROM WEST AT NORTH"
DEFECT LETTER ISSUED,14515444,B,Violations,14515444,,6J,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH AND EAST WALLS APPROX.. 10 SQ.FT IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 6J, 6th STORY, 1st APARTMENT FROM WEST AT NORTH"
NOT COMPLIED WITH,14515446,B,Violations,14515446,,6J,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 6J, 6th STORY, 1st APARTMENT FROM WEST AT NORTH"
DEFECT LETTER ISSUED,14515476,C,Violations,14515476,,3L,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3L, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,14522397,B,Violations,14522397,,3G,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE CLOSET DOOR AT NORTH IN THE FOYER LOCATED AT APT 3G, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''north''"
NOT COMPLIED WITH,14522406,B,Violations,14522406,,5G,,"SECTION 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB IN THE BATHROOM LOCATED AT APT 5G, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''north''"
NOT COMPLIED WITH,14522407,B,Violations,14522407,,5G,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL GLAZE AT BATHTUB IN THE BATHROOM LOCATED AT APT 5G, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''north''"
NOT COMPLIED WITH,14533777,B,Violations,14533777,,4G,,"SECTION 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN AT WASH BASIN WASTELINE IN THE BATHROOM LOCATED AT APT 4G, 4th STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,14533801,B,Violations,14533801,,3F,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND ALL WALLS IN THE BATHROOM LOCATED AT APT 3F, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,14533811,B,Violations,14533811,,3E,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND ALL WALLS IN THE 3rd ROOM FROM NORTH LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,14533835,B,Violations,14533835,,1B,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND ALL WALLS IN THE BATHROOM LOCATED AT APT 1B, 1st STORY, 4th APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,14661326,B,Violations,14661326,,1H,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE DOORBELL AND PEEPHOLE IN THE ENTRANCE LOCATED AT APT 1H, 1st STORY, 3rd APARTMENT FROM SOUTH AT WEST"
VIOLATION WILL BE REINSPECTED,14942761,B,Violations,14942761,,3C,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 3 SQ. FT. AT BASE OF SINK BASE CABINET IN THE KITCHEN LOCATED AT APT 3C, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH'' ORIGINAL VIOLATION 14641972 ISSUED 27-OCT-21 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
DEFECT LETTER ISSUED,15064638,C,Violations,15064638,,3E,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15182706,C,Violations,15182706,,2D,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE IN THE ENTRANCE LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15151097,B,Violations,15151097,,1H,,"SECTION 27-2024 ADM CODE PROVIDE ADEQUATE SUPPLY OF HOT WATER FOR THE FIXTURES AT BATHTUB IN THE 1st BATHROOM FROM NORTH LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15151103,B,Violations,15151103,,1H,,"SECTION 27-2024 ADM CODE PROVIDE ADEQUATE SUPPLY OF COLD WATER FOR THE FIXTURES AT BATHTUB IN THE 1st BATHROOM FROM NORTH LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15151107,B,Violations,15151107,,1H,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR IN THE 3rd ROOM FROM NORTH LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15151109,B,Violations,15151109,,1H,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR SOUTH WALL IN THE 3rd ROOM FROM NORTH LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15151132,A,Violations,15151132,,6B,,"SECTION 27-2005 ADM CODE REFIT CLOSET DOORS AT WEST IN THE PRIVATE HALLWAY LOCATED AT APT 6B, 6th STORY, 4th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15151135,B,Violations,15151135,,6B,,"SECTION 27-2026 ADM CODE REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET .. IN THE BATHROOM LOCATED AT APT 6B, 6th STORY, 4th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15151137,A,Violations,15151137,,6B,,"SECTION 27-2005 ADM CODE REFIT THE DOOR IN THE BATHROOM LOCATED AT APT 6B, 6th STORY, 4th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15151150,C,Violations,15151150,,5J,,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF A KEY OPERATED LOCK INSTALLED AT THE DOOR TO THE ROOM WITH FIRE ESCAPE WINDOW AT SOUTH IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 5J, 5th STORY, APARTMENT AT NORTH"
NOV SENT OUT,15151155,B,Violations,15151155,,4G,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE MISSING CERAMIC-TILES ON EAST WALL AT BATHTUB IN THE BATHROOM LOCATED AT APT 4G, 4th STORY, 4th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15151159,B,Violations,15151159,,3F,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 2nd ROOM FROM NORTH LOCATED AT APT 3F, 3rd STORY, 3rd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15151166,B,Violations,15151166,,3H,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE WASH/BASIN CABINET IN THE 2nd BATHROOM FROM NORTH AT EAST LOCATED AT APT 3H, 3rd STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15151168,A,Violations,15151168,,3H,,"SECTION 27-2005 ADM CODE REFIT CLOSET DOOR IN THE FOYER LOCATED AT APT 3H, 3rd STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15151172,B,Violations,15151172,,3H,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 3rd ROOM FROM NORTH LOCATED AT APT 3H, 3rd STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15151183,A,Violations,15151183,,3J,,"SECTION 27-2005 ADM CODE REFIT THE DOOR IN THE ENTRANCE LOCATED AT APT 3J, 3rd STORY, APARTMENT AT NORTH"
NOV SENT OUT,15151185,A,Violations,15151185,,3J,,"SECTION 27-2005 ADM CODE REFIT CLOSET DOORS AT WEST IN THE 3rd ROOM FROM NORTH LOCATED AT APT 3J, 3rd STORY, APARTMENT AT NORTH"
NOV SENT OUT,15151186,B,Violations,15151186,,3J,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND NORTH WALL IN THE BATHROOM LOCATED AT APT 3J, 3rd STORY, APARTMENT AT NORTH"
NOV SENT OUT,15151190,B,Violations,15151190,,,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT PLASTER ON EAST WALL AT PUBLIC HALL, 1st STORY"
NOV SENT OUT,15151191,A,Violations,15151191,,,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT EAST WALL AT PUBLIC HALL, 1st STORY"
NOV SENT OUT,15145837,B,Violations,15145837,,2J,,"SECTION 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR . IN THE ENTIRE APARTMENT LOCATED AT APT 2J, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH"
NOV SENT OUT,15145838,B,Violations,15145838,,2J,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). IN THE ENTIRE APARTMENT LOCATED AT APT 2J, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH"
NOV SENT OUT,15145839,B,Violations,15145839,,2D,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15145842,B,Violations,15145842,,2D,,"SECTION 27-2026 ADM CODE REPAIR THE BROKEN OR DEFECTIVE CONNECTION WASH BASIN, WASTE LINE IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15145843,B,Violations,15145843,,2D,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AROUND ALL WINDOWS IN THE 1st ROOM FROM NORTH LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15145845,B,Violations,15145845,,5F,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 5F, 5th STORY, 4th APARTMENT FROM EAST AT SOUTH"
NOV SENT OUT,15145847,B,Violations,15145847,,5F,,"SECTION 27-2026 ADM CODE REPAIR THE BROKEN OR DEFECTIVE CONNECTION AT WASH BASIN, WASTE LINE IN THE BATHROOM LOCATED AT APT 5F, 5th STORY, 4th APARTMENT FROM EAST AT SOUTH"
NOV SENT OUT,15145848,B,Violations,15145848,,5F,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE KITCHEN LOCATED AT APT 5F, 5th STORY, 4th APARTMENT FROM EAST AT SOUTH"
NOV SENT OUT,15145849,B,Violations,15145849,,5F,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING IN THE 2nd ROOM FROM EAST AT SOUTH LOCATED AT APT 5F, 5th STORY, 4th APARTMENT FROM EAST AT SOUTH"
NOTICE OF ISSUANCE SENT TO TENANT,15145850,C,Violations,15145850,,5F,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 5F, 5th STORY, 4th APARTMENT FROM EAST AT SOUTH"
NOV SENT OUT,15236227,C,Violations,15236227,,,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT SOUTH BULKHEAD TO ROOF"
NOV SENT OUT,15236230,C,Violations,15236230,,,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE DOOR AT SOUTH FIRE STAIRS AT PUBLIC HALL, 6th STORY"
NOV SENT OUT,15236231,C,Violations,15236231,,,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE DOOR AT NORTH FIRE STAIRS AT PUBLIC HALL, 6th STORY"
NOV SENT OUT,15236256,C,Violations,15236256,,,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE DOOR AT SOUTH FIRE STAIRS AT PUBLIC HALL, 5th STORY"
